	eng	kor
38	 I wanna see you, every day, when I open my eyes	 보고 싶단 말야 눈을 뜨면 매일마다
39	Wherever you go	네가 어딜 가도 내 마음은
40	 My heart wants you	 너를 원해 너를 원해
41	Wherever I look, you’re so beautiful to me	그 어딜 봐도 내겐 아름다운 그대 (그대)
42	(I got you) I want you	(I got you) 널 갖고 싶은 걸
44	I want you before this night is over yeah	나는 너를 원해 이 밤이 가기 전에 yeah
0	Oh baby, don’t go home tonight	Oh baby 오늘은 집에 가지 마
3	 Say you’re sleeping at a friend’s house	 친구 집에서 자고 간다 허락 받어
4	 Or tell her that you’re working all night	 아님 일 밤새 할 것 같다 말씀 드려
5	 It’s a white lie for the both of us	 둘을 위한 선한 거짓말
8	 For some reason, it’s harder to let you go today	 오늘따라 왠지 hard to 널 보내기
9	Cuz my heart is pounding	두근두근하니까
10	When we’re close to each other	가까이에 있음
11	 Feels like you can hear	괜히 들릴 것만 같아
13	Just enough thrillin’	적당히 thrillin’
15	Even if we don’t do anything special	특별히 뭘 하지 않아도
16	 Just us two, all night, all, all night long	 둘이 밤새 all, all night long
17	Just the fact that we’re together	같이 있단 사실이
18	 Lady that’s the thing	Lady that’s the thing
19	You can trust me	날 믿어도 돼
20	I’ll only hold your hand	손만 잡고 잘게
22	Just watching you sleep	자고 있는 널 보고 있는 것 만으로도
23	 Makes me happy, yeah	 난 좋아 yeah
26	How are you so pretty, I keep looking	어쩜 그리 예쁜지 자꾸 보게 되지
28	Tomorrow morning	내일 아침에
29	I’ll wake you up with a sweet kiss	달콤한 키스로 널 깨워 줄게
31	I’ll be a prince on a white horse	백마 탄 (탄) 왕 (왕) 자가 되어
32	I’ll wake you up	I’ll wake you up (I’ll wake you up)
33	Till then, dream of me	그때까지 내 꿈꿔
34	My heart is pounding	심장이 두근두근해
35	 Next to me, you’re so fast asleep	 넌 내 옆에서 새끈새끈
36	 My heart is fluttering	 자는데 괜시리 설레
37	 I won’t be able to sleep tonight	 오늘 잠은 다 잤군
38	 It’s all good	 It’s all good 네 얼굴
39	 Nothing makes me happier	 밤새 보는 것만큼
40	 Than looking at your face all night	 행복한 일은 없어
41	 Are you dreaming of me?	 자면서 웃네 혹시 내 꿈
42	 When you open your eyes, I’ll be next to you	 꾸니 눈을 떠도 네 옆엔 내가
43	 Even when you’re closing your eyes	 있어 눈을 감고 있는 지금도 내가
44	 I’m holding your hand	 네 손 꽉 잡고 있어
45	 I’m only looking at you	 너만 보고 있어
59	As I’m watching you sleep	자고 있는 널 보고 있으니
60	 The sun has already come up	 어느새 벌써 해가 떴어
62	You’re the only one for me	You’re the only one for me yeah
63	I’ll only hold your hand	손만 잡고 잘게 (Yeah)
64	 That’s all I want it baby	 That’s all I want it baby (That’s all I want it baby)
67	I’ll only hold your hand	손만 잡고 잘게 (손만 잡고 잘게 yeah)
68	 That’s how I want it baby	 That’s how I want it baby (Baby)
70	 You’re my sleepin’ beauty	You’re my sleepin’ beauty (Sleepin’ beauty)
71	 Sleepin’ beauty	Sleepin’ beauty (Beauty)
75	I’ll be a prince on a white horse	백마 탄 왕자가 되어
0	Hi?!	안녕?!
1	 It’s been too long	넘나 오랜만이야
2	 I guess I was a little nervous (ah)	살짝 긴장을 했나 봐 (아)
3	 I hope this song can (this song)	이건 특별한 노래가 (이건?)
4	 Hold a special place in your hearts	난 되길 바랄게 너희들에게
5	Faces I haven’t seen for a while,	오랜만에 보는 얼굴
6	 Faces I see for the first time,	처음 보는 얼굴
7	 Faces I don’t see anymore (I miss you!)	이젠 볼 수 없는 얼굴들 (I miss you!)
8	I remember each and every one of you	하나하나 다 기억해
9	 Wherever you are, whatever you’re doing	어디서 무얼 하던지
10	 I’m cheering you on (Thank you!)	너를 응원해줄게 (고마워!)
11	You are my Angel	그대는 나의 엔젤
14	You are my Angel yeah	그대는 나의 엔젤 yeah
16	 Up in the sky	Up in the sky
17	 Shall we fly into the sky together?	우리 같이 하늘 날아볼까
18	 It’s a little late, but let’s Clap along to this song	좀 늦었지만 그때의 초심처럼
19	 Like you wanted to form the beginning	이 노래에 박수를 쳐볼까
20	 From now on, we should walk together	이제부터 우리 끼리끼리
21	 On a flowery path that’s just for us	아름다운 꽃길을
22	 And if dark clouds happen to accompany this rain	걸어야 해 혹시 먹구름이 와 이 비를
23	 I’ll be your umbrella	맞게 된다면 우산이 돼 줄게
24	 So will you be my wings?	그러니 나의 날개가 돼 줄래?
25	If you happen to listen to our voices	길을 걷다가 우연히
26	While you’re walking down the street,	우리 목소릴 듣게 된다면 넌
27	 I hope you’ll stop for a moment	잠시 멈춰 서 하늘을 봐
28	Look up at the sky and	저 해가 밝게 웃듯이 너도
29	Smile as brightly as that sun up there	웃었으면 해 이젠
30	You are my Angel (angel)	그대는 나의 엔젤 (엔젤)
38	365 days a year	365일
39	Spring, Summer, Fall, Winter	봄, 여름, 가을, 겨울
40	 It seems like beautiful flowers are always blooming	예쁜 꽃들이 항상 피어나듯이
41	 I wish you’d just take my hand	같이 손만 잡고
42	And walk on the flowery path with me	꽃길만을 걸었음 해
43	 I wanna become a tiny cutie for you	네 앞에 선 난 작은 귀요미가 되고 싶어
44	 No matter how hard I work	난 더 열심히
45	I don’t get tired, it’s easy	힘들어도 지치지 말고 거뜬히
46	 MY ANGEL	MY ANGEL
0	Without regret, without reason	아쉬움도 없이 이유도 없이
1	 You left me	날 떠나는 너
3	Without tears, without feeling sorry	눈물도 없이 미안함도 없이
4	 You broke up with me	이별을 말하는 너
5	All you left behind was “I’m sorry baby”	네가 남긴 “I’m sorry baby”
6	 “It’s over,” it’s over?	 “It’s over” 끝이라니
7	 Does this make sense to you right now?	 너는 지금 이게 말이 되니?
9	Don’t joke around, this isn’t right	장난치지 마 이건 아냐
10	 You know I can’t go on without you	 네가 없으면 안 되는 거 잘 알잖아
11	Please, call me babe	Please, Call me babe
12	Don’t make me cry	날 울리지 마
13	 Before the night is over	 오늘 밤이 가기 전에
14	 Please, call me babe	 Please, Call me babe
15	 Don’t leave me	날 떠나지 말아요
16	 I’m lonely at night without you	 너 없는 이 밤이 난 외로워
17	You say it’s over	끝이라고 말은 해도
18	But I know it’s not true	아냐 아닐 거야
19	(That’s not how you feel)	(네 맘은 아닐 거야)
20	Call me, even if it’s late	오늘이라도 늦게라도
21	Say you’re sorry	전화해서 미안하다고
22	Come back to me	다시 내게로 돌아와 줘요
23	I’m dying right now	나 지금 죽겠어
24	Look at me without you	 네가 없는 내 꼴 좀 봐요
25	Even I find it funny	내가 봐도 웃겠어
30	 Before the night is over	 오늘 밤이 가기 전에 oh
32	Don’t leave me	날 떠나지 말아요
34	Without you, my heart aches	네가 없는 내 맘이 아파
35	 It’s too hard, it’s torture	 너무 힘들어 너무 괴로워
36	Don’t say it’s over	끝이라는 말은 말아요
37	 You know I’ll be crying	 울고 있는 나를 알잖아
39	 Me without you, always	 너 없는 난 always
40	I’m just waiting	너를 기다릴 뿐야
3	 You’re smiling but I’m going crazy, Oh no	 넌 웃고 있는데 난 미쳐가 Oh no
4	Why haven’t you called me for the past few days?	며칠째 왜 연락이 없는 거야
5	 I couldn’t even sleep because of you	 너 땜에 난 잠 한숨도 못 잔 채
6	 I stayed up all night in tears	며칠째 눈물로 밤 지샌 거야
7	 How much more do I have to be in pain?	 도대체 얼마나 더 아파야 해
8	 How much more do I have to be in pain?	 얼마나 더 아파야 해
9	This repeats every day	매일 되풀이 되는
10	I’m so sick of it	상황 지긋지긋해
11	 The end becomes tears	 결국 눈물이 되는
12	My head aches	결말 머리 지끈지끈해
13	What do I	내가 뭘
14	Have to do for you to understand me	어떻게 해줘야만 네가 날 조금 더
15	A little more babe?	 날 위해 이해해 줄 수 있니 babe
16	Is this fun for you?	넌 이게 재밌어?
17	I’m dying right now	난 지금 죽겠어
18	If you’re gonna love	사랑을 하려면
19	Do it right	좀 제대로 똑바로 해
20	No more of the me of the past	예전의 나는 없어
21	Now there is no man like that	이제 그런 놈은 없어
22	Don’t misunderstand	착각하지 말어
23	You know what I mean, girl	내 말 뭔 말인지 알어 girl
27	You’re smiling but I’m going crazy	넌 웃고 있는데 난 미쳐가
28	 Why is this so fun for you? I can’t believe it (down)	 넌 뭐가 재밌어? 어이없어 (down)
29	I’m truly in love with you	진심으로 그댈 사랑했단 말이에요
30	 Hurry and tell me you are too	 그대도 그랬다고 어서 빨리 말해요
31	Why are you making me so sad?	왜 날 이렇게 슬프게 하는데
32	 I can’t figure out your heart	 알 수가 없어 너의 마음을
33	You say you’re gonna change, but that makes me laugh	달라지겠다는 네 말에 코 웃음이 나
34	 You say you’re sorry, but you’re a freaking liar	 미안하단 네 말에 freaking liar
35	I can’t believe this	참 어이가 없어 넌
36	 If you think of you even just a little	 조금이라도 네가 날
37	 You wouldn’t do this	 생각했다면 이럴 순 없어
49	You’re smiling but I’m going crazy, Oh no	넌 웃고 있는데 난 미쳐가 Oh no
50	You have left	그대는 떠나가고
51	And I’m still here	아직 난 여기 이대로
52	Although you left me all alone	나 홀로 남겨졌지만
53	Your warmth is still here, Oh no	그대의 온기는 아직 그대로 Oh no
58	You’re smiling but I’m going crazy, Oh no (Oh no)	넌 웃고 있는데 난 미쳐가 Oh no (Oh no)
63	 Why is this so fun for you? I can’t believe it	 넌 뭐가 재밌어 어이없어
0	When I see you, I’m feeling crazy	널 보면 난 feeling crazy
1	My heart is only up to you	내 맘은 오직 up to you
2	I make a stage for you	난 너를 위한 make a stage
3	Feel me, oh baby you	느껴봐 oh baby you
4	You don’t know my heart, you always stay like this	내 맘 모르고 항상 넌 그대로 stay
5	If I come to you, you’re farther everyday	다가가려 하면 넌 멀어져 everyday
10	You keep on coloring me, like I’m yours	자꾸 니가 나를 물들여 니 것처럼
11	Like I’m shaken for the first time	날 흔들어 처음처럼
12	As if I’m your girl, tame me	니 여자가 된 것처럼 길들여
13	Hurry, hold me stupid	어서 날 붙잡아 stupid
14	I’m not sure where I’m going, don’t hesitate	난 어디로 튈지 몰라 망설이지마
17	Why do you keep shaking me baby?	왜 자꾸 흔들어 baby
19	I’m being shaken, why?	난 자꾸 흔들려 왜이래
20	I feel in you	네게 빠져버린나
21	My heart is a gated cage, you won’t let me out	넌 내 맘을 가둔 케이지 벗어날 수 없어
22	My gauge is burning up, I can’t stop it	불타오르는 내 게이지 멈출 수가 없어
23	Don’t worry, hurry, sweetly, stay	고민하지마 어서 달콤하게 stay
24	I don’t know what to do, you’re farther everyday	어쩔 줄 모르고 넌멀어져 everyday
26	I’m not sure where I’m going, don’t hesitate	난 어디로 튈지몰라 망설이지마
32	I’m hooked to you the right way	제대로 너에게 꽂혔나봐
33	My heart was stolen	내맘을 훔쳤나봐
34	Why am I so crazy?	나 왜이래 미쳤나봐
35	You can’t reject me	거부할수 없는 너
36	You stole everything of me	너에게 모든걸 뺐겼나봐
37	I really fell for you	나 정말 빠졌나봐
38	Your dazzling eyes	니 눈빛에 찔렸나봐
39	I can only see you babe	너밖에 안보여 babe
40	I’m really going crazy, I’m blazing	정말 미치겠어 타오르고 있어
41	I’m losing it	이러다가 놓치겠어
56	Why do you keep shaking me?	왜 자꾸 나를 흔들어
63	My heart was stolen	내 맘을 훔쳤나봐
70	I’m falling for you	네게 빠져버린나
71	You can’t reject me, ah	거부할수 없는 나 아
0	Hey you, why are you hesitating?	그대여 뭘 망설이나요
1	I know you want me	그대 원하고 있죠
2	right now in front of you	눈앞에 있는 날
3	I know what you want,	알아요 그대 뭘 원하는지
4	what you’re waiting for,	뭘 기다리는지
5	just come here	그대여 이리와요
6	I’m not that little girl	나도 언제까지 그대가
7	you used to know anymore,	생각하는 소녀가 아니예요
8	I’m a woman now	이제 나 여자로 태어났죠
9	I’m thankful that you’ve waited for me	기다려준 그대가 고마울 뿐이죠
10	Now I’ll become a woman at your kiss	나 이제 그대 입맞춤에 여자가 돼요
11	I’m not a little girl anymore	난 이제 더 이상 소녀가 아니예요
12	Don’t hesitate any longer	그대 더 이상 망설이지 말아요
13	As much as you waited,	그대 기다렸던 만큼
14	I’ve waited for this day too	나도 오늘을 기다렸어요
15	Give me twenty stems of roses	장미 스무송일 내게 줘요
16	so I can feel your love	그대 사랑을 느낄 수 있게
17	As I wait for you,	그댈 기다리며
18	I close my eyes	나 이제 눈을 감아요
19	Hey you, I want to give you	그대여 나 허락 할래요
20	permission to give me your love	나만을 바라보던 그대의 사랑을
21	Teach me how love	사랑은 너무나 달콤하고
22	is so sweet	향기로운거란 걸
23	and fragrant	내게 가르쳐줘요
24	It was hard	항상 힘들어하는 그대
25	looking at you	기다려 주던 그대
26	suffering and waiting	모습 바라보는
27	My heart even hurt	내 마음도 아팠어요
28	But now came the day	하지만 이제 내게
29	where there is no reason	더 기다려야 될
30	to wait anymore	이유가 없어지는 날이 온 거예요
0	The wind blows and brings back memories	이 바람이 부르는 기억에
1	When I turn back the dusty springs	 먼지 쌓인 태엽을 돌리면
2	The days of you and me grow clearer	 선명해지는 지난 날의 너와 내가
3	It comes into me as a scent of this season	 이 계절 속에 향기로 날 파고들어
5	Past the unreachable time	 닿을 수 없는 시간을 지나서
6	I blame on you	 I blame on you
7	Pieces of that day scatter	 흩어지는 그날의 조각들
8	I’m following the lonely waves	 그리움 닮은 파도 따라
9	Inside this crying season	 울컥해진 계절 안에서
11	To the unreachable you	 닿을 수 없는 너에게 난
12	When the sunlight warmly shines	따스하게 햇살이 비추면
13	You bloom like those flowers	 저 꽃처럼 내게로 피어나고
14	How many more nights must pass for me to forget you?	 몇 번의 밤을 더 보내면 잊게 될까
15	I keep lingering in the same memories every day so	 매일 같은 기억 속을 자꾸 맴도는 난 so
24	My secret that I hid with trembling lips	떨리는 입술로 숨겨왔던 내 비밀은
25	Still feel like I’m alone	아직도 feel like I’m alone
27	Will my prayer reach you?	 내 기도가 너에게 닿을까
29	When can I talk about you again?	 언제쯤 널 무던히 말할까
30	I’m trapped in your shadows	 한참을 벗어날 수 없는
31	That I couldn’t escape from	 너의 그림자에 갇힌 난
33	Hold me, who is shaking	 흔들리는 날 잡아줘
34	To you	 너에게로
0	When I’m in front of you	네 앞에만 서면 난
1	I have no confidence	 또 자신이 없어져
2	You keep bringing out my bare face	 너는 자꾸 내 민낯을 드러내
3	Making me hate myself	 나를 미워 하게해
4	As I hid myself	Oh 난 나를 숨긴 채
5	I spoke of love	 사랑을 말해 왔고
6	I was afraid of the eyes on me	 시선들이 무서워
7	So I hid	 난 숨었어
8	My broken heart has crumbled down	전부 무너진 내 broken heart
9	I just wanted to be loved	 그냥 사랑 받고 싶었어
10	In the mirror	거울 속에 있는건
11	I see a well-crafted mannequin	 잘 만들어진 마네킹
12	My smiling, smiling, smiling face	 웃고 웃고 또 웃는 내 얼굴이
13	I wish I wasn’t mine	 내가 아녔음 좋겠어
14	I wanted to go back	돌아가고 싶었어
15	Tears every night	 매일 밤의 눈물도
16	Empty loneliness	 공허한 외로움도
17	It was no use	 소용없어
18	My broken heart has shattered	전부 깨져버린 broken heart
19	You have left far away	 떠나버린 너는 far away
20	I couldn’t say anything	나는 말할 수가 없었어
22	The me that you know	네가 알고 있는 난
23	Is just smiling	 그저 웃고 있을 뿐
24	I didn’t want to disappoint you	 너를 실망 시키고 싶지 않아
29	I just wanted to be loved	 난 그냥 사랑 받고 싶었어
1	N’ lemme go	 N’ lemme go
2	Shut up shut up shut up	 Shut up shut up shut up
4	Why, my heart that held you	Why 널 안고 있던 가슴이
5	Why, my heart that beat because of you	 Why 너 땜에 뛰던 심장이
6	Why oh why, you remain like a tattoo	 Why oh why 문신처럼 남아
7	It hurts like a scar	 흉터처럼 아파
8	I’m holding on	 나 하나만 담는다고
9	Remaining in my heart	 가슴속에 남긴다고
10	Your dazzling and bright smile	눈부시게 빛나던 미소와
11	And our memories are spread all over	 우리 추억들을 다 어질러 놔
12	Really, forever I don’t forget you	 정말 forever I don’t forget you
14	Throw me away	나 따위는 버려
16	Forget me	나 까짓것 잊어버려
17	Those sharp words, those cutting words	칼날 같은 말도 베일 듯한 말도
18	It’s alright if I get hurt	 내가 다쳐도 괜찮아
20	Before the memories grow and find you again	추억이 자라 너를 다시 찾기 전에
22	Coldly leave me, please	나를 차갑게 떠나 제발
24	Just lemme go lemme go	 Just lemme go lemme go
25	Why, you’re the only one in my eyes	Why 내 눈에 담긴 건 너뿐인데
26	Why, only you hold my hand	Why 내 손을 잡은 것도 너뿐인데
27	Why oh why, I hope you’ll be happy	Why oh why 행복하길 바라
28	I hope you’ll erase me	 날 지우길 바라
29	This is it for us	우린 여기까지라고
30	It’s really hard for me too	 나도 많이 힘들다고
31	Broken pieces of our memories	조각 난 기억 파편을 이제
32	I’m putting it together again	 나 틀에 맞춰 널 맞춰 나가
33	Placing your masterpiece	 너라는 작품을 홀로 떨어진
34	Inside my lonely heart	 내 가슴에 담아
48	Your memories in my heart	가슴엔 너의 기억이
49	Your voice in my ears	 귓가엔 너의 목소리
51	In my empty heart	공허한 나의 마음에
52	You fall as cold rain	 차가운 비로 내리네
53	But my love is gone, forget me	But my love is gone 잊어줄게
54	As if nothing ever happened	 마치 아무 일도 없던 것처럼 널
55	End my love is gone and on	End my love is gone and on
56	My heart for you gets heavier	 널 향한 맘이 무거워져 너
57	Don’t look back so I can’t catch you	[인성/로운/태양] 뒤돌아보지 마 잡지 못하게
4	I feel the eyes on me	날 보는 눈빛 시선들을 느끼지
5	They’re probably saying, who’s that?	 쟤는 뭐지 말하겠지
6	Now be nervous	자 지금부터 긴장해
7	I’m dropping a bomb, everything goes pow	여길 bomb 모두 pow
8	I’m going in	 이제 들어갑니다
9	Between all the similar looking faces	오 여기저기 다 비슷한 얼굴 사이
10	You dazzle and shine	 눈이 부시게 빛나는 너
11	In the middle of the black universe, you shine	까만 우주 가운데 넌 빛이 나
12	My heart flutters, I’m so nervous,	설레서 너무 떨려
13	I’m going with entwined fingers	내 손깍지 끼고 가
14	You captivated me in one moment	한순간 나를 사로잡은 건
15	Because you disappeared	 두 눈이 마주치는
16	The moment we met eyes	 순간 사라져버려
17	Suddenly, you burn me up	 갑자기 나를 애태워
18	The way you walk on is	네가 걷는 길은
19	One milky way	 One milky way
20	I know you’re what I want	 알 수가 있어 넌 내가 원한
21	One dream	 One dream
22	Come to this attraction	이 끌림에 다가와
23	I’ll give my first confession to you (crazy)	 첫 번째 고백 너에게 (crazy)
24	Second, playfully (baby)	두 번짼 장난스럽게 (baby)
27	Third, I’ll secretly go to you (watch out)	세 번짼 몰래 다가가 (watch out)
28	You look at me and we meet eyes	날 바라보다가 눈이 마주쳐
29	1 step 2 step, let’s start (let’s get it)	1 step 2 step 시작해 (let’s get it)
30	Take all of me, scene stealer	나를 가져 모두 scene stealer
31	1 2 step (Oh) throw your hands up higher	1 2 step (oh) 두 손을 더 올리고
32	3 4 step (Oh) put your feet farther	3 4 step (oh) 두 발을 더 멀리로
33	Next (yeah) let’s fly together up there	그다음엔 (yeah) 함께 날아 저 위로
34	Wussup, hyung, why are your cheeks so red?	Wussup 형 왜 볼이 빨개졌어
35	Whose scent is that? Did someone come and go?	 향긋한 흔적은 whose 누구 왔다 갔어
36	Love at first sight, it’s not just a stranger’s story	첫눈에 반한다는 말이 남 얘기가 아닌 듯이
37	She bewitched me, what do I do? (just go)	 그녀에게 홀렸나 봐 나 어떡하지 (그냥 가)
38	While I was looking here and there	오 이리저리 눈치 보는 시간 사이
39	I hear an alarm going off	 경고의 신호 또 울려와
40	I’m getting angry at all the eyes on you	너를 보는 눈빛들 화가 나
41	Why are all these people looking at you all the time?	왜 네 주위는 항상 시선이 많은 건지
43	Strange and beautiful,	낯설고 아름다워
44	But you disappeared	 순간 사라져버려
45	Suddenly, you burn me up	갑자기 나를 애태워
59	1 2 step (oh) throw your hands up higher	1 2 step (oh) 두 손을 더 올리고
60	3 4 step (oh) put your feet farther	3 4 step (oh) 두 발을 더 멀리로
64	3 4 step (oh yeah) put your feet farther	3 4 step (oh yeah) 두 발을 더 멀리로
67	Like a white star, you became my wish	새하얀 유성처럼 순간의 소원이 된 너
68	Stay with me like this forever	이대로 나와 forever
69	Even if tomorrow comes, okay, stay by my side	내일이 온대도 okay 내 곁에 있어야 해
70	Hey, stop your breath, focus on me	Hey 숨조차 멈추고 날 향해 주목해
71	First look is for you (crazy)	첫 번째 눈빛 너에게 (crazy)
75	Third, I’ll go to you (secretly)	세 번째는 스쳐 가다 (몰래)
77	1 step 2 step let’s start, (let’s get it)	1 step 2 step 시작해 (let’s get it)
79	1 2 step (step) throw your hands up higher	1 2 step (step) 두 손을 더 올리고
80	3 4 step (back 2 step back 3 step back)	3 4 step (뒤로 2 step back 3 step back)
81	Put your feet farther	두 발을 더 멀리로
82	Next, let’s fly together up there	 그다음엔 함께 날아 저 위로
84	1 2 step throw your hands up higher	1 2 step 두 손을 더 올리고
85	3 4 step put your feet farther	 3 4 step 두 발을 더 멀리로
86	Next let’s fly together up there	그다음엔 함께 날아 저 위로
87	Yeah, I’m the scene stealer	그래 바로 내가 scene stealer
0	When I blink my eyes	눈 깜빡이면
1	A busy day starts	 숨 가쁜 하루가 시작 돼
2	My long time dreams	내 오랜 꿈들
3	Become stars on the spacious sky	 넓은 밤하늘에 별이 돼
4	On dark days	어두운 날엔
5	They shine on me	 투명하게 나를 밝히고
6	So I can only see one place	한 곳만 보이게
7	All other places get colored gray	딴 곳은 회색 빛으로 물들여
8	As if everyone is looking at me	모두 나를 바라보는 듯
9	I’m always dreaming, be the star	난 늘 꿈꾸게 되지 Be the star
10	The sunlight shines on me more	햇살이 날 더 비춰와
11	Slowly, I’m taking step by step	조금씩 한 걸음 다가가
12	Till I can reach that day	 손 닿을 수 있는 그 날이
13	Till I can be a star	내가 별이 되는 그 날 Yeah
14	Starlight falls today babe	별빛이 내려 오늘 Babe
15	In this dancing space babe	춤추는 이 공간 속 Babe Babe
16	I must become stronger babe	난 더 강해져야 해 Babe
18	and never givin up no	 and never givin up no
19	Till my heart bursts babe	심장이 터지도록 Babe
20	Enjoy this moment babe babe	이 순간을 즐겨봐 Babe babe
21	Even if someone tries to stop me again I, yeah	그 누가 막는데도 또 난 Yeah
22	Forget the past, when I ran but was still in the same place	달리면 제자리였던 지난날 잊고
23	I want to place a period at the end of this day	 하루빨리 이 자리에 마침표 찍고
24	And take step by step to match each other’s pace	한 걸음 한 걸음 서로 속도를 맞춰
25	Let’s make a masterpiece, hey	멋진 작품 한번 만들어보자 Hey
26	To cherish a picture that can only come once in a lifetime	 평생의 하나뿐인 그림 간직하겠지
27	Past the Milky Way, past the constellations	은하수를 건너 별자리를 넘어
28	We will be beautifully remembered	아름답게 기억될 우리니까
29	After a long time passed	길었던 시간이 흐르고
30	I finally realized, be the star	이제야 알게 됐어 Be the star
31	Wind blows over to me	 내게 바람이 불어와
32	Knocking on my tightly shut heart	굳게 닫힌 마음을 두드려
33	I’m praying I can go to you	 너에게 가기를 기도해
34	On the night I become a star	내가 별이 되는 그 밤 Yeah
43	Following that ray of light	한 줄기 빛을 따라 Yeah
44	It’s not a dream that you can’t wake up from	절대로 깨지 않을
45	Trust me	꿈이 아니야 나를 믿어봐
46	Follow that path to the place that calls out to me	그 길을 따라가 날 부른 곳으로
47	If this is a dream, I won’t wake up	꿈이라면 절대 깨지 않아 Oh yeah
49	In this dancing space babe	춤추는 이 공간 속 Babe babe
56	The night sky brightly shines	밤하늘 밝게 빛나 Yeah
57	I can see it from far away	멀리서도 잘 보여
58	Wherever I am, it shines	어디서든 나 그래 빛이나
59	Shine on the dark places	어두운 곳 밝혀줘 Yeah
0	Tonight, I’ll send the glow of a firefly	이 밤 그날의 반딧불을
1	to somewhere near your window	당신의 창 가까이 보낼게요
2	It’s that I love you	음 사랑한다는 말이에요
3	I remember our first kiss	나 우리의 첫 입맞춤을 떠올려
4	I close my eyes whenever I can	그럼 언제든 눈을 감고
5	and go to the farthest place	음 가장 먼 곳으로 가요
6	Just like letters on the sand	난 파도가 머물던
7	where waves were	모래 위에 적힌 글씨처럼
8	I feel you’ll disappear	그대가 멀리
9	To a far off place	사라져 버릴 것 같아
10	I always miss you miss you	늘 그리워 그리워
11	All the words	여기 내 마음속에
12	In my heart	모든 말을
13	I can’t show them all to you	다 꺼내어 줄 순 없지만
14	But, it’s that I love you	사랑한다는 말이에요
15	How can I be so lucky	어떻게 나에게
16	to have met you, who is a blessing	그대란 행운이 온 걸까
17	If we’re together now	지금 우리 함께 있다면
18	Ah how great it’d be	아 얼마나 좋을까요
22	to a far off place	사라져 버릴 것 같아
23	I miss you again and miss you more	또 그리워 더 그리워
24	In my diary	나의 일기장 안에
25	All the words	모든 말을
27	It’s that I love you	사랑한다는 말
29	to somewhere	당신의
30	Near your window	창 가까이 띄울게요
31	I hope it’s a good dream	음 좋은 꿈 이길 바라요
0	The same old day starts again	똑같은 하루 시작되고
1	My eyes open without faith	어김없이 눈을 떠
2	A new tomorrow still feels far away	아직 멀게 느껴져 새로운 내일
3	Doesn’t feel like things will change	바뀌지 않을 것만 같아
4	Every day is the same	매일같이 똑같은 걸
5	I’m sick of it, tired again today	지겨워 오늘도 지쳐만 가는데
6	But we know	하지만 우린 알고 있어 서로가
7	That we believe in each other	 서롤 믿는다는 걸
8	So we walk together hand in hand	손을 잡고 걸어가
9	If we’re together, it’s always alright today and tomorrow	우리 함께라면 늘 괜찮아 오늘도 내일도
10	Always all together, we have strength	언제나 다 같이 힘내 힘내
11	If we’re together, it’s always alright	우리 함께라면 늘 괜찮아 시작해
12	A new tomorrow starts, it’s waiting for us	새로운 내일이 우리 향해 기다려
13	Whenever, We’ll be alright	언제라도 we’ll be alright
14	Together, we never cry	우리같이 never cry
15	Always all together, we have strength	언제나 우리 함께 힘내 힘내
18	Always all together, we have strength	언제나 함께 힘을 낼거야
19	When you feel like you’re alone, look around you	혼자라고 느낄 때 주위 둘러보기
20	Even in small fights, let’s hug each other	 작은 다툼이라도 서로 안아주기
21	Any kind of worries, tell me	어떤 고민도 내게 말하기
22	If we’re together, we won’t be scared	 우리 함께 한다면 두렵지 않을 이야기
23	We’ve become one, our starlight shines brighter	하나되어 더 빛나 우리 별빛
24	You’re my moonlight that shines on my dark path	 어두운 길을 밝혀준 넌 내 달빛
25	Pinky promise me, remember the tomorrow that	 새끼손가락 걸고 모두 약속해
26	We face tomorrow will last forever	 우리 함께 하는 내일 영원이라는 걸 기억해
27	Walk together hand in hand	손을 잡고 걸어가
38	When you’re in the darkness	한 발짝도 내디딜 수 없는
39	And you can’t take a single step forward	어둠 속을 걷고 있을 때면
40	Let’s trust in each other	우린 서로를 의지해
41	Move forward as we shine a light	 빛을 내며 나아가
0	One day, when it started getting cold	막 추워지기 시작하던 어느날 
1	One day, when we first ran into each other	 우리가 첨 마주쳤던 어느날 
2	That’s when my heart started to be this way	 그때부터 내 맘이 그랬어
3	It was awkward, I couldn’t even look at you	어색해 눈도 잘 못마주치고 
4	I stuttered even when I was saying hello	인사 한마디에도 말을 더듬고 
5	When I turned around, I felt so frustrated	돌아서면 답답해 했어
6	The timid me, with trembling hands	소심하던 내가 떨리는 손으로
7	I was determined as I gave you chocolate in February	큰 맘먹고 건냈던 2월의 Chocolate
8	oh boy, the box was too small	oh boy~ 내 맘을 다 꺼내 담기엔
9	To place all of my heart inside	너무 작은 상자였죠
10	It’s not even half of half of half	진짜 반의 반의 반도 안돼
11	But if you still felt it, if you realized my heart	 그래도 느꼈다면 내 맘을 알아챘다면
12	Can I wait for you next month?	내가 다음 달을 기다려도 되나요?
13	Has the earth gotten slower?	지구가 더욱 느려진 걸까? 
14	Is this February longer than usual?	이번부터 2월이 길어졌나? 
15	Why am I so impatient?	왜이리 맘이 조급해지죠?
16	Did I give you too much pressure?	혹시 내가 너무 부담을 준걸까
17	I’m spending my days in useless worries	[비비/하슬] 괜한 고민 속에서 하루를 보내요
